,year,month,location,fatalities,cat
13509,2010,MAY,"near Alert, Ellesmere...",0.0,1
11949,1972,MAY,Tel Aviv-Lod Int...,3.0,1
15279,2022,MAY,"near Dry Bay Airport, AK",0.0,1
18742,2010,MAY,near Poeketi,8.0,1
4603,1970,MAY,Havana,0.0,1
7344,1971,MAY,Maracaibo-La Chi...,0.0,1
14136,1986,MAY,near Billings-Logan I...,1.0,1
19590,2020,MAY,near Sarteneja,0.0,1
15878,1971,MAY,near Guatemala City-L...,5.0,1
15630,2009,MAY,near Frankfurt Intern...,0.0,1
13576,1986,MAY,near Ampanoizankova,13.0,1
12948,1971,MAY,Wien-Schwechat A...,0.0,1
6198,1987,MAY,La Paz-El Alto A...,0.0,1
10110,2021,MAY,Ridgeland Airpor...,0.0,1
8513,2020,MAY,Natal Air Force ...,0.0,1
4653,1972,MAY,Havana-JosÃ© Mar...,0.0,1
11542,1985,MAY,Sulczewka,0.0,1
2340,2021,MAY,Charleston Execu...,0.0,1
9477,1972,MAY,Phnom Penh-Poche...,0.0,1
4780,1986,MAY,Hollywood-North ...,0.0,1
1431,2010,MAY,Biscarrosse/Pare...,0.0,1
6978,2023,MAY,Luxembourg-Finde...,0.0,1
6327,1987,MAY,Lake Manyara (LKY),0.0,1
15235,1986,MAY,near Djibouti,19.0,1
18451,1972,MAY,near Palermo,115.0,1
20731,2020,MAY,near Victorville-Sout...,0.0,1
15185,2021,MAY,near Denver-Centennia...,0.0,1
10115,1971,MAY,Rijeka Airport (...,78.0,1
19402,2023,MAY,near San Clemente Isl...,3.0,1
9123,1986,MAY,Oulu Airport (OUL),0.0,1
3763,2023,MAY,Fentheik Airstrip,0.0,1
17194,2020,MAY,near Lloydminster Air...,0.0,1
9950,1972,MAY,Quito-Mariscal S...,1.0,1
18506,1972,MAY,near Paramaribo-Zande...,11.0,1
4277,1970,MAY,Great Slave Lake...,0.0,1
10477,2010,MAY,Salang Pass,44.0,1
5924,2020,MAY,Kolkata-Netaji S...,0.0,1
10854,1970,MAY,Santo Domingo,0.0,1
2558,1985,MAY,Chongoene,5.0,1
16145,1987,MAY,near Ilaga Airport (ILA),7.0,1
16608,1986,MAY,near Khanty-Mansiysk ...,5.0,1
9623,1972,MAY,Poltava Region,2.0,1
14962,1971,MAY,"near Coolidge, AZ",12.0,1
1052,1971,MAY,Batagay Airport,0.0,1
6535,2011,MAY,Lengpui Airport ...,0.0,1
8944,1972,MAY,"Okeechobee, FL",8.0,1
16701,1971,MAY,near Kirov,0.0,1
15547,1987,MAY,near Flores-Santa Ele...,12.0,1
621,1972,MAY,Athens,0.0,1
12485,2020,MAY,Urzhar Airport (...,0.0,1
13044,2023,MAY,Yabi Airstrip,0.0,1
8456,2021,MAY,Nangang Island-M...,0.0,1
7197,1985,MAY,Maluku,0.0,1
19497,1986,MAY,near San Salvador/Ilo...,37.0,1
17403,1971,MAY,near Malakhovo,3.0,1
20862,1987,MAY,near Warszawa-Okecie ...,183.0,1
10555,2020,MAY,San Antonio Inte...,0.0,1
12085,1971,MAY,Titograd Airport...,0.0,1
16855,1973,MAY,near Kursk,0.0,1
19931,1970,MAY,"near St. Croix, Virgi...",23.0,1
12111,1971,MAY,Tokyo-Haneda Air...,0.0,1
20256,1970,MAY,near Tegucigalpa-Tonc...,6.0,1
4381,1986,MAY,Guangzhou-Baiyun...,0.0,1
16768,1972,MAY,near Kontum Airport (...,4.0,1
17845,1970,MAY,near Montreal-St. Hub...,0.0,1
7161,2023,MAY,Maleo Airport (MOH),0.0,1
6565,1985,MAY,Lewistown Munici...,1.0,1
3508,1972,MAY,El Obeid Airport...,0.0,1
7855,1970,MAY,Mogadishu Intern...,5.0,1
7829,2010,MAY,MitÃº-Fabio Albe...,0.0,1
19654,2009,MAY,near Seongmu Air Base,0.0,1
6480,2021,MAY,Laytamak Airstrip,0.0,1
16693,1972,MAY,near Kirensk,0.0,1
15796,2010,MAY,near Goryachy Klyuch,0.0,1
1001,1970,MAY,"Barrancabermeja,...",0.0,1
4767,2023,MAY,Hohn Air Base,2.0,1
5490,2023,MAY,Kampala-Kajjansi...,0.0,1
4699,1972,MAY,Helgoland Airpor...,8.0,1
9750,2009,MAY,Porto Seguro-Ter...,14.0,1
16497,2020,MAY,near Karachi-Jinnah I...,98.0,1
11931,1987,MAY,Tehran-Mehrabad ...,0.0,1
16614,1972,MAY,near Kharkov Airport ...,122.0,1
1865,1971,MAY,"Buhl, ID",0.0,1
358,1970,MAY,Amsterdam-Schiph...,0.0,1
16928,1971,MAY,near La Paz-El Alto A...,0.0,1
1968,1970,MAY,Cairo Internatio...,0.0,1
14633,2010,MAY,near Cascavel Airport...,0.0,1
9326,2021,MAY,Parque Laguna de...,0.0,1
9734,1986,MAY,Portland-Hillsbo...,0.0,1
4465,2021,MAY,Gwalior Airport ...,0.0,1
9235,1972,MAY,PanevÃ©zys,5.0,1
6394,1986,MAY,Laramie-General ...,0.0,1
11606,1970,MAY,Sydney-Kingsford...,0.0,1
14397,1977,JUN,near Bukhara,0.0,1
18108,2016,JUN,near Neryungri Airpor...,0.0,1
170,2016,JUN,Akobo Airport,0.0,1
11032,2016,JUN,Seoul-Incheon In...,0.0,1
16742,2004,JUN,"near Kodiak Airport, ...",1.0,1
5722,2016,JUN,Khark Airport (KHK),0.0,1
20983,1994,JUN,near Xian-Xianyang In...,160.0,1
13806,2016,JUN,near Bach Long Vi Island,9.0,1
6608,2016,JUN,Lima-Jorge ChÃ¡v...,0.0,1
2896,1970,JUN,Dak Pek Special ...,4.0,1
160,1994,JUN,Aichach,0.0,1
11751,1994,JUN,Taipei,0.0,1
15110,1970,JUN,near Damascus,0.0,1
10482,2001,JUN,"Salina Airport, ...",0.0,1
21252,1977,JUN,within Lam Luk Ka District,0.0,1
6797,1999,JUN,"Long Haul Lake, MB",1.0,1
5403,2022,JUN,Juba Airport (JUB),0.0,1
8146,1994,JUN,Mount Kalora,12.0,1
20866,1994,JUN,near Washington-Dulle...,12.0,1
15621,1977,JUN,near Founkoueye,0.0,1
12205,1994,JUN,Toulouse-Blagnac...,7.0,1
13228,2000,JUN,ZÃ¼rich-Kloten A...,0.0,1
7209,1970,JUN,Manado-Samratula...,0.0,1
7566,1977,JUN,Mendoza-El Plume...,0.0,1
9806,1971,JUN,Preveza-Aktion A...,0.0,1
3723,2022,JUN,Fargo-Hector Int...,0.0,1
19230,2022,JUN,near Ryazan-Dyagilevo...,5.0,1
11945,2001,JUN,Tel Aviv-Ben Gur...,0.0,1
20626,1994,JUN,near Uruapan Airport ...,9.0,1
7564,1977,JUN,Mendoza,0.0,1
1182,1977,JUN,Belgrade,0.0,1
16070,2016,JUN,near Homer-Beluga Lak...,0.0,1
3240,1977,JUN,Distribuidor La ...,0.0,1
6088,1977,JUN,Kuwait,0.0,1
11054,1977,JUN,Seshcha-Br'ansk AFB,0.0,1
8272,1977,JUN,Munich,0.0,1
18963,1971,JUN,near Putre,6.0,1
18285,2022,JUN,near Oceanside Munici...,1.0,1
3271,1977,JUN,Doha Airport (DOH),0.0,1
4076,2004,JUN,Geneina Airport ...,0.0,1
3550,2022,JUN,Elfin Cove Seapl...,0.0,1
14710,2022,JUN,near Charallave-Ãsca...,6.0,1
11204,2016,JUN,Singapore-Changi...,0.0,1
4855,1971,JUN,Houeisay Airport...,0.0,1
6690,2016,JUN,"Lolat, Yahukimo,...",0.0,1
4002,2016,JUN,Gainesville-J R ...,0.0,1
15280,1971,JUN,"near Duarte, CA",49.0,1
5868,1994,JUN,Kirensk,0.0,1
18226,2016,JUN,"near Novopokrovskoye,...",2.0,1
7013,1994,JUN,Lyon Satolas Air...,0.0,1
14951,1977,JUN,near Condoto Airport ...,0.0,1
7715,1999,JUN,Middle Wallop Ar...,0.0,1
5499,2022,JUN,Kananga Airport ...,0.0,1
3229,2004,JUN,"Dipneedle Lake, ON",0.0,1
18149,1977,JUN,"near Newton, GA",0.0,1
15076,1970,JUN,"near Da Nang, Vietnam...",1.0,1
15730,2021,JUN,near Gijet,0.0,1
15708,2004,JUN,"near Genichesk, Khers...",0.0,1
17140,2004,JUN,near Libreville Airpo...,19.0,1
3567,2022,JUN,Ellington Airpor...,0.0,1
13373,1994,JUN,near Abidjan-Felix Ho...,17.0,1
5424,1977,JUN,Kabri Dar Airpor...,0.0,1
3828,2016,JUN,Fort Dodge Airpo...,0.0,1
11674,2000,JUN,SÃ£o Paulo-Guaru...,0.0,1
1580,2016,JUN,Bor Airport,0.0,1
4280,2004,JUN,Green Bay-Austin...,0.0,1
4201,2016,JUN,Goma Airport (GOM),0.0,1
14195,1977,JUN,"near Bocas del Toro, ...",4.0,1
16338,2001,JUN,near Jersey-States Ai...,0.0,1
4683,2022,JUN,Hawthorne Airpor...,0.0,1
6413,2004,JUN,Las Gaviotas Air...,0.0,1
1525,1977,JUN,BogotÃ¡-Eldorado...,0.0,1
12801,1970,JUN,Washington-Dulle...,0.0,1
12782,1970,JUN,Warszawa-Okecie ...,0.0,1
13225,1994,JUN,ZÃ¼rich-Kloten A...,0.0,1
10339,2004,JUN,"Rupert, WV",2.0,1
12609,2001,JUN,Victorville Airp...,0.0,1
7682,2022,JUN,Miami Internatio...,0.0,1
10449,2004,JUN,Saint Vincent-E....,0.0,1
6299,2004,JUN,Lahore Airport (...,0.0,1
1271,2016,JUN,Bereke,1.0,1
2531,2022,JUN,"Chisana Field, A...",0.0,1
17643,1978,JUN,near Mendoza-El Plume...,2.0,1
607,1972,JUN,Astrakhanka dist...,1.0,1
17936,1978,JUN,near Muscle Shoals Ai...,0.0,1
16939,1970,JUN,"near La Rioja, LR",0.0,1
12027,1979,JUN,Thompson Airport...,0.0,1
11749,1993,JUN,Taipei,0.0,1
18670,2015,JUN,near Pichavaram,3.0,1
15363,2005,JUN,near El Callao,0.0,1
13109,2005,JUN,Yellowknife Wate...,0.0,1
4296,1993,JUN,Greenville-Major...,0.0,1
1811,1979,JUN,Budapest-Feriheg...,0.0,1
7422,2005,JUN,Matemo Airport,0.0,1
1961,1970,JUN,Cairo,0.0,1
15391,1993,JUN,near El Yopal,2.0,1
68,2000,JUN,Accra-Kotoka Air...,7.0,1
5570,2014,JUN,Karachi-Jinnah I...,0.0,2
6440,2000,JUN,Las Vegas-McCarr...,0.0,1
15345,2014,JUN,"near Egegik, AK",0.0,1
3851,1979,JUN,Fort Lauderdale-...,2.0,1
6872,2005,JUN,Louisville-Stand...,0.0,1
5545,2015,JUN,Kapolei-Kalaeloa...,0.0,1
17304,1979,JUN,near Luzon Island-Cub...,5.0,1
12809,2005,JUN,Washington-Dulle...,0.0,1
15404,2015,JUN,"near Ella Lake, Misty...",9.0,1
15083,1979,JUN,near Daggett-Barstow-...,1.0,1
772,1970,JUN,Baghdad,0.0,1
8521,2022,JUN,Natchitoches Reg...,0.0,1
10526,1993,JUN,Samara Airport (...,0.0,1
3069,1993,JUN,Denpasar Bali-Ng...,0.0,1
10532,1970,JUN,Samarkand Airpor...,0.0,1
1665,1979,JUN,Brasilia Interna...,0.0,1
12221,1970,JUN,Tra Bong,0.0,1
5488,2000,JUN,Kamituga Airport,0.0,1
6945,2005,JUN,Lukla Airport (LUA),0.0,1
6603,2000,JUN,Lima-25 airstrip,0.0,1
18617,2000,JUN,near Peterborough Air...,0.0,1
17091,1979,JUN,near Leh,28.0,1
1721,1979,JUN,Brisbane-Eagle F...,0.0,1
10650,1979,JUN,San JosÃ©-Juan S...,0.0,1
4282,1993,JUN,Green Island Air...,0.0,1
20976,2000,JUN,near Wuhan,49.0,1
2483,2006,JUN,Chicago-O'Hare I...,0.0,1
8669,2000,JUN,Newark Internati...,0.0,1
266,1980,JUN,Allentown Intern...,0.0,1
20677,1980,JUN,"near Valley, NE",13.0,1
10191,2006,JUN,Rionegro/MedellÃ...,0.0,1
10560,1970,JUN,San Antonio-Kell...,0.0,1
648,1980,JUN,Atlanta Municipa...,0.0,1
15017,1992,JUN,near Cruzeiro do Sul-...,3.0,1
18616,2014,JUN,near Peshawar-Bacha K...,1.0,1
3941,2014,JUN,Fresno Yosemite ...,0.0,1
20499,1992,JUN,near TucutÃ­,47.0,1
1558,1970,JUN,Bolshaya Indra L...,10.0,1
21013,2006,JUN,near Yaocun,40.0,1
2689,2006,JUN,Colorado Springs...,0.0,1
13834,2014,JUN,near BahÃ­a Solano-Jo...,0.0,1
21027,2000,JUN,near Yellowknife Wate...,0.0,1
13561,1979,JUN,near Alverca,1.0,1
17119,2000,JUN,near Leopoldsburg Air...,0.0,1
1996,1979,JUN,Calcutta Airport...,0.0,1
12519,1970,JUN,Val-d'Or Airport...,0.0,1
20470,1970,JUN,near Tripoli Internat...,13.0,1
8504,2005,JUN,Nassau Internati...,0.0,1
10205,1979,JUN,RiviÃ¨re-du-Loup...,0.0,1
13500,1979,JUN,near Aldeia IndÃ­gena...,4.0,1
6915,1979,JUN,Lubumbashi-Luano...,0.0,1
2127,2005,JUN,Caracas-SimÃ³n B...,0.0,1
4151,2000,JUN,Gisborne Airport...,0.0,1
15278,2014,JUN,near Drobyshevo,5.0,1
4606,1979,JUN,Havana,0.0,1
972,2006,JUN,Barcelona-Gen J ...,0.0,1
7263,1979,JUN,Mangalore Airpor...,0.0,1
3389,1979,JUN,Dybowo-Olecko,0.0,1
19743,1979,JUN,near Shiraz,5.0,1
9444,1979,JUN,Petropavlovsk-Ka...,0.0,1
12564,1992,JUN,Varna Airport (VAR),0.0,1
5909,1970,JUN,Kobenhavn-Kastru...,0.0,1
4444,1993,JUN,Gulgubip Airport...,9.0,1
2346,1979,JUN,"Charleston, WV",0.0,1
94,2005,JUN,Addis Ababa-Bole...,0.0,1
606,2000,JUN,Astrakhan-Privol...,0.0,1
15837,1978,JUN,"near Greybull, WY",3.0,1
16489,2005,JUN,near Kapoeta Airport,0.0,1
6124,1993,JUN,KÃ¶ln/Bonn Airpo...,4.0,1
4194,2005,JUN,Goma Airport (GOM),0.0,1
9073,1978,JUN,Osaka-Itami Airp...,0.0,1
181,2015,JUN,Aktau Airport (SCO),0.0,1
19628,2022,JUN,"near Sebyan-Kyuel, Ko...",2.0,1
11882,2015,JUN,Tatsinsky distri...,0.0,1
17469,1993,JUN,near Manila-Ninoy Aqu...,0.0,1
12177,1978,JUN,Toronto-Pearson ...,2.0,1
8378,1993,JUN,Nabire Airport (...,1.0,1
7823,1993,JUN,Mitwaba,0.0,1
8943,2015,JUN,"Okcheon, North C...",0.0,1
10497,2015,JUN,Salt Lake City I...,0.0,1
5870,1993,JUN,Kiriwina Island,0.0,1
20245,1993,JUN,near Tbilisi,33.0,1
19828,2015,JUN,"near Skwentna, AK",0.0,1
136,1970,JUN,Agartala-Singerb...,0.0,1
14194,2000,JUN,"near Boca Raton, FL",3.0,1
10320,1978,JUN,Roxas City Airpo...,0.0,1
5620,2000,JUN,Kauai Island/Lih...,0.0,1
4394,1978,JUN,Guatemala City,3.0,1
5751,2009,JUN,Khartoum-Civil A...,0.0,1
16109,1970,JUN,near Huaricanga,5.0,1
2826,1970,JUN,Cuenca Airport (...,0.0,1
13065,2016,JUN,Yambio Airport,0.0,1
92,1994,JUN,Addis Ababa-Bole...,0.0,1
6271,2005,JUN,Lagos-Murtala Mu...,0.0,2
20792,1978,JUN,near Vladivostok,0.0,1
11702,2000,JUN,"Tacheng, Xinjian...",2.0,1
5744,2000,JUN,Khartoum-Civil A...,0.0,1
7909,1978,JUN,Monrovia-Sprigg ...,0.0,1
19154,2005,JUN,"near Rittman, OH",0.0,1
6687,2005,JUN,Lokichoggio Airp...,0.0,2
21161,2015,JUN,over China,0.0,1
4640,1970,JUN,Havana-JosÃ© Mar...,0.0,1
5473,2005,JUN,Kalima Airport (...,0.0,1
7651,1979,JUN,Miami Internatio...,0.0,1
15401,1979,JUN,"near Elk City, ID",10.0,1
18324,2022,JUN,near Olenyok Airport ...,0.0,1
21075,2005,JUN,near Zacapa Airport,0.0,1
17741,2005,JUN,near Miraflores Airpo...,0.0,1
10377,2015,JUN,Sacramento-Execu...,0.0,1
18414,2022,JUN,near Oymyakon Airfield,0.0,1
10417,1979,JUN,Saint Louis-Lamb...,0.0,1
18989,2015,JUN,near QuerÃ©taro Airpo...,5.0,1
7159,2015,JUN,Male Internation...,0.0,2
9679,2015,JUN,Port Harcourt Ai...,0.0,1
13055,1993,JUN,Yakutsk Airport ...,0.0,1
14770,1979,JUN,near Chicago-Merrill ...,2.0,1
8880,1970,JUN,NÃ¼rnberg,0.0,1
19212,1970,JUN,near Roxas,1.0,1
324,1993,JUN,Aminius,3.0,1
6030,1999,JUN,Kukes,0.0,1
19464,1970,JUN,near San Juan-Isla Ve...,0.0,1
6663,2022,JUN,LiÃ¨ge Airport (...,0.0,1
16596,2015,JUN,"near Kezhma, Kezhemsk...",0.0,1
9725,1999,JUN,Porthcurno Airstrip,0.0,1
17597,2015,JUN,near Medan-Soewondo A...,139.0,1
4323,2015,JUN,Grosse Ile Munic...,0.0,1
11040,1999,JUN,Seraing,2.0,1
15600,2005,JUN,near Fort Lauderdale-...,0.0,1
5944,2015,JUN,Konan Airport (OKS),0.0,1
1255,1970,JUN,Benson-RAF Stati...,0.0,1
6652,1999,JUN,Little Rock Nati...,11.0,1
8632,2022,JUN,New York-John F....,0.0,2
5747,2005,JUN,Khartoum-Civil A...,7.0,1
16125,1979,JUN,near Hyannis-Barnstab...,1.0,1
21221,1993,JUN,within El Venadito Rive...,4.0,1
16777,2015,JUN,near Kosrae Airport (...,0.0,1
2444,1979,JUN,"Chicago, New Yor...",0.0,1
19730,2000,JUN,near Shimano,5.0,1
12840,2004,JUN,Wau Airport (WUU),0.0,1
18965,2021,JUN,near Pyin Oo Lwin,12.0,1
15954,1972,JUN,near Hao Island Airpo...,6.0,1
6757,1974,JUN,London-Luton Air...,0.0,1
3087,2019,JUN,Denver Internati...,0.0,1
3786,1998,JUN,Fishers Island-E...,0.0,1
5837,1996,JUN,Kinshasa-N'Djili...,10.0,1
20952,1972,JUN,"near Windsor, ON",0.0,1
2851,1996,JUN,"Cut and Shoot, TX",0.0,1
1117,2020,JUN,Bedford-Hanscom ...,0.0,1
12523,1998,JUN,Valencia Airport...,0.0,1
5745,2002,JUN,Khartoum-Civil A...,0.0,1
1947,1996,JUN,Cafunfo Airport ...,4.0,1
3075,1998,JUN,Denver Internati...,0.0,1
17945,2003,JUN,near Myachkovo Airport,0.0,1
16319,1972,JUN,near Jebel Musa,14.0,1
1725,2003,JUN,Bristol Airport ...,0.0,1
2917,2019,JUN,Dallas-Addison A...,10.0,2
451,2002,JUN,Anholt,0.0,1
9571,2019,JUN,Plant City-Black...,0.0,1
6401,2003,JUN,Laredo Internati...,0.0,6
218,1996,JUN,Aldan Airport (ADH),0.0,1
16883,1972,JUN,near Kzyl-Orda,0.0,1
16879,2019,JUN,"near Kyren, Tunkinsky...",0.0,1
1384,1973,JUN,Bihar,0.0,1
14691,1996,JUN,near Changhai Airport...,2.0,1
8604,1973,JUN,New York-John F....,0.0,1
6878,2002,JUN,Lovozero Airfield,0.0,1
6353,2003,JUN,"Lake Wicksteed, ON",0.0,1
17761,2019,JUN,"near Mlyny, Poltava r...",0.0,1
1985,1972,JUN,Cairo-Almaza Air...,0.0,1
14267,1996,JUN,near BouaflÃ©,3.0,1
13355,1972,JUN,near A Shau Valley,12.0,1
5339,2019,JUN,JoaquÃ­n V. Gonz...,0.0,1
3965,1996,JUN,Fukuoka Airport ...,3.0,1
4832,1996,JUN,Hoogeveen,0.0,1
9327,2019,JUN,Parque Nacional ...,0.0,1
13983,1974,JUN,near Battambang Airpo...,19.0,1
17698,2003,JUN,near Milano-Linate Ai...,2.0,1
7046,2020,JUN,Machiques de Per...,1.0,1
15067,1974,JUN,near CÃºcuta-Camilo D...,44.0,1
14314,2003,JUN,near Brest-Guipavas A...,1.0,1
360,1974,JUN,Amsterdam-Schiph...,0.0,1
19045,1996,JUN,near Rasht Airport (RAS),4.0,1
3488,2020,JUN,"El Chico, Retalh...",0.0,1
16729,1974,JUN,"near Kline, SC",3.0,1
15210,1998,JUN,near Dhaka,0.0,1
20231,1974,JUN,near Tashkent-Yuzhny ...,1.0,1
1837,1998,JUN,Buenos Aires-Jor...,0.0,1
4224,1996,JUN,"Gorkaya Balka, S...",2.0,1
19942,1972,JUN,near Staines,118.0,1
1773,1974,JUN,Brussel-Zaventem...,0.0,1
1111,2018,JUN,Beaver Island Ai...,0.0,1
5284,2001,JUN,Jayapura-Sentani...,1.0,1
1474,2003,JUN,Blida,15.0,1
1455,1972,JUN,Blackpool Airpor...,7.0,1
835,2018,JUN,"Baleni, Galati C...",0.0,1
11029,2018,JUN,Seoul-Gimpo (Kim...,0.0,2
14902,1996,JUN,"near Cochenour, ON",0.0,1
863,1996,JUN,Bamako Airport (...,0.0,1
10142,1974,JUN,"Rio de Janeiro, RJ",2.0,1
17310,2014,JUN,"near Lydenburg, Mpuma...",3.0,1
10437,2020,JUN,Saint Petersburg...,0.0,2
7980,1998,JUN,Montreal-Mirabel...,11.0,1
240,1972,JUN,Algiers,0.0,1
13667,1972,JUN,"near Appleton, WI",13.0,2
20999,1996,JUN,near Yambio,0.0,1
20916,2002,JUN,"near Wichita, KS",0.0,1
19259,1974,JUN,"near Safford, AZ",2.0,1
8748,2018,JUN,"Nizhneudinsk, Ir...",0.0,1
15169,1974,JUN,near Demidovo,1.0,1
9563,2019,JUN,Pittsburgh-Great...,0.0,1
10091,1996,JUN,RibeiÃ£o Preto-L...,2.0,1
6116,2018,JUN,Kyiv-Igor Sikors...,0.0,1
5676,2018,JUN,Kenyam Airstrip,0.0,2
16374,1996,JUN,near Jos Airport (JOS),12.0,1
2702,2018,JUN,Columbus-John Gl...,0.0,1
4320,2003,JUN,Groningen-Eelde ...,0.0,1
20959,1974,JUN,"near Winslow, AZ",2.0,1
9051,1996,JUN,Orlando Internat...,0.0,1
4102,2002,JUN,"George Lake, MB",0.0,1
15907,2019,JUN,near Gvardeysky,0.0,1
12624,2020,JUN,Vijayanagar Aero...,0.0,1
332,1973,JUN,Amman-Marka Inte...,9.0,1
20707,1997,JUN,"near Venetie, AK",0.0,1
1534,1997,JUN,BogotÃ¡-Eldorado...,0.0,1
20756,1973,JUN,near Villavicencio-La...,1.0,1
14634,1973,JUN,"near Casey Airport, QC",3.0,1
8745,2019,JUN,Nizhneangarsk Ai...,2.0,1
8535,2002,JUN,Neiva-Benito Sal...,0.0,1
19745,1972,JUN,near Shiringa,4.0,1
10054,1972,JUN,"Reno, NV",0.0,1
2569,1997,JUN,Chub Cay Airport...,0.0,1
9478,1973,JUN,Phnom Penh-Poche...,0.0,1
1080,1972,JUN,BauÃ©,0.0,1
2686,1973,JUN,Colonia Airport ...,0.0,1
17173,2019,JUN,near Lipo,13.0,1
10353,2019,JUN,"RÃ­o Chixoy, La ...",0.0,1
926,1973,JUN,Bangor Internati...,0.0,1
31,2020,JUN,Aberdeen-Dyce Ai...,0.0,1
2076,2019,JUN,Canaima Airport ...,0.0,1
20504,1997,JUN,near Tula Airport (TYA),4.0,1
93,2002,JUN,Addis Ababa-Bole...,2.0,1
8429,1997,JUN,Nairobi-Wilson A...,0.0,1
15683,2002,JUN,near Gardez,3.0,1
15709,2002,JUN,near George,3.0,1
4827,1997,JUN,Honolulu Interna...,0.0,1
195,2020,JUN,Al Taji Army Air...,0.0,1
13360,1973,JUN,near Abakan,2.0,1
10379,2019,JUN,Sacramento-McCle...,0.0,1
21026,1997,JUN,near Yelizavetinskoye,0.0,1
12169,1973,JUN,Toronto Internat...,0.0,1
9110,1997,JUN,Ottawa/Macdonald...,0.0,1
12970,1973,JUN,Wilhelmshaven-Ma...,4.0,1
10154,1973,JUN,Rio de Janeiro-G...,2.0,1
15285,2002,JUN,"near Dubovoye, Lipets...",0.0,1
6227,2002,JUN,"Lac Cojibo, QC",0.0,1
5070,1972,JUN,Irish Sea,0.0,1
8666,1997,JUN,Newark Internati...,0.0,1
19174,2019,JUN,"near Rodina village, ...",1.0,1
5229,2002,JUN,Jaipur-Sanganer ...,0.0,1
18943,1973,JUN,near Puerto Vallarta ...,27.0,1
11135,2002,JUN,Shimojishima Air...,0.0,1
18730,1972,JUN,near Pleiku,113.0,2
12743,2002,JUN,"Walker, CA",3.0,1
9628,1972,JUN,Ponce-Mercedita ...,5.0,1
1519,1973,JUN,BogotÃ¡-Eldorado...,0.0,1
12853,1972,JUN,Weiden,1.0,1
12621,2002,JUN,Vieques Airport ...,0.0,1
11635,1973,JUN,SÃ£o LuÃ­z-Marec...,23.0,1
17682,1973,JUN,near Miami Internatio...,3.0,1
4235,1973,JUN,Goussainville,14.0,1
5890,2019,JUN,Kiunga Airport (...,0.0,1
10685,1997,JUN,San Juan-Luis Mu...,0.0,1
314,1997,JUN,Ambon-Pattimura ...,0.0,1
9535,1996,JUN,Ping Tung Air Base,0.0,1
2871,1972,JUN,DYE 3 Airstrip,1.0,1
9540,1996,JUN,Pisa,0.0,1
3526,2002,JUN,El Paso Internat...,0.0,1
16218,1997,JUN,near Irumu,23.0,1
19061,1972,JUN,near Rechka,2.0,1
7037,2002,JUN,Maastricht/Aache...,0.0,1
6125,1997,JUN,KÃ¶ln/Bonn Airpo...,0.0,1
16206,1973,JUN,near Irkutsk,0.0,1
16160,1973,JUN,near Iloilo,0.0,1
11479,1997,JUN,Stockholm-Arland...,0.0,1
11590,2019,JUN,Svyatoshyns'kyi ...,0.0,1
9740,1972,JUN,"Porto Alegre, RS",0.0,1
19557,1972,JUN,near Santiago-Pudahue...,3.0,1
15590,2019,JUN,near Fort Hope Airpor...,0.0,1
8679,2019,JUN,Newark-Liberty I...,0.0,1
8511,2019,JUN,Nassau-Lynden Pi...,0.0,1
7243,2019,JUN,Manaus-Eduardo G...,0.0,1
11522,2002,JUN,Stuttgart-Echter...,0.0,1
7259,1997,JUN,Mandalgobi Airpo...,7.0,1
13021,1997,JUN,Wuhan Airport (WUH),0.0,1
10820,1973,JUN,Santiago,0.0,1
10415,1972,JUN,Saint Louis-Lamb...,0.0,1
12915,1997,JUN,White Plains-Wes...,0.0,1
1927,2001,JUN,BÃ¥tsfjord Airpo...,0.0,1
20889,1996,JUN,"near Weir, TX",0.0,1
17341,1996,JUN,near Madaniat,0.0,1
13594,1976,JUN,near Anadyr,0.0,1
12039,1999,JUN,Thunder Bay Airp...,0.0,1
8453,2017,JUN,Nancova Airstrip,0.0,1
7597,2001,JUN,"Metallurg, Volgo...",3.0,1
15793,1999,JUN,near Goroka,17.0,1
14268,1971,JUN,near Bouam Long,2.0,1
1225,1971,JUN,"BelÃ©m, PA",0.0,1
16664,2017,JUN,near Kiliya,0.0,1
4511,1971,JUN,Hall Beach Airpo...,0.0,1
18244,1995,JUN,near Nukus,0.0,1
17878,2004,JUN,near Moskva-Myachkovo...,4.0,1
21306,1999,JUN,within Xinjiang Province,0.0,1
18393,1976,JUN,near Osokorka,0.0,1
865,2017,JUN,Bamako Airport (...,0.0,1
11684,2004,JUN,SÃ£o SebastiÃ£o,2.0,1
11361,1971,JUN,Southend Municip...,0.0,1
9335,1995,JUN,Pastaza-Shell AFB,0.0,1
1143,1976,JUN,Beirut Internati...,1.0,1
2385,1999,JUN,Chengdu Airport ...,0.0,1
11148,1971,JUN,Shiraz Airport (SYZ,0.0,1
300,1976,JUN,"Amangeldy, Komso...",1.0,1
15996,1971,JUN,"near Hawaii, USA",24.0,1
5677,1995,JUN,Keperveyem Airport,0.0,1
17665,1976,JUN,near Mexico City,4.0,1
21243,2021,JUN,within JesÃºs MarÃ­a Se...,0.0,1
10202,1971,JUN,Riverside-March ...,0.0,1
4099,2021,JUN,GenÃ¨ve-Cointrin...,0.0,1
16621,1999,JUN,near Khartoum,50.0,1
13306,1976,JUN,between Pauana a...,3.0,1
